Num_Cta,Cli_codigo,TipoCuenta,Sucursal,FechaApertura,Saldo
191-10340-42,C0340,CTA AHORROS DOLARES,Miraflores,12/02/2015,3312.21
191-10341-67,C0341,CTA AHORROS DOLARES,Surco,08/01/2018,13614.53
191-10342-46,C0342,CTA CORRIENTE,La Molina,28/07/2019,3897.9
191-10343-41,C0343,CTA AHORROS DOLARES,San Isidro,13/02/2010,4687.86
191-10344-68,C0344,CTA CORRIENTE,Callao,13/01/2013,12239.91
191-10345-73,C0345,CTA AHORROS DOLARES,Lince,03/11/2013,14450.32
191-10346-44,C0346,CTA CORRIENTE,Cajamarca,21/12/2024,14485.02
191-10347-81,C0347,CTA AHORROS DOLARES,Cajamarca,14/11/2012,10866.32
191-10348-34,C0348,CTA AHORROS SOLES,Lince,26/10/2010,1627.11
191-10349-42,C0349,CTA CORRIENTE,Miraflores,17/01/2023,2795.47
191-10350-50,C0350,CTA AHORROS SOLES,La Molina,01/02/2021,13872.77
191-10351-96,C0351,CTA CORRIENTE,San Isidro,31/05/2012,12945.4
191-10352-46,C0352,CTA CORRIENTE,Callao,04/02/2011,6529.33
191-10353-21,C0353,CTA AHORROS SOLES,Miraflores,03/07/2023,14560.28
191-10354-18,C0354,CTA AHORROS DOLARES,Surco,20/10/2017,8423.79
191-10355-88,C0355,CTA AHORROS SOLES,Lince,19/06/2014,874.76
191-10356-30,C0356,CTA AHORROS DOLARES,Cajamarca,06/04/2022,4662.86
191-10357-64,C0357,CTA AHORROS SOLES,Callao,28/03/2015,8435.2
191-10358-98,C0358,CTA AHORROS SOLES,Miraflores,07/06/2015,680.38
191-10359-81,C0359,CTA AHORROS DOLARES,Callao,24/04/2014,2287.37
191-10360-26,C0360,CTA AHORROS DOLARES,Surco,08/05/2022,6349.47
191-10361-33,C0361,CTA CORRIENTE,Surco,19/11/2023,1430.58
191-10362-27,C0362,CTA AHORROS SOLES,San Isidro,24/06/2012,9348.8
191-10363-44,C0363,CTA AHORROS SOLES,Callao,21/10/2023,2248.87
191-10364-58,C0364,CTA AHORROS SOLES,La Molina,28/04/2016,3708.34
191-10365-21,C0365,CTA AHORROS SOLES,La Molina,04/05/2013,2334.03
191-10366-33,C0366,CTA CORRIENTE,San Isidro,22/06/2012,10201.97
191-10367-37,C0367,CTA AHORROS DOLARES,San Isidro,12/09/2024,9736.75
191-10368-33,C0368,CTA CORRIENTE,Surco,03/02/2012,4896.72
191-10369-41,C0369,CTA AHORROS SOLES,Surco,03/07/2017,7861.1
191-10370-25,C0370,CTA AHORROS SOLES,Callao,19/05/2021,990.88
191-10371-51,C0371,CTA AHORROS SOLES,Miraflores,13/06/2021,9729.28
191-10372-21,C0372,CTA AHORROS DOLARES,Cajamarca,15/09/2013,8045.02
191-10373-11,C0373,CTA AHORROS SOLES,Lince,27/12/2010,3677.72
191-10374-67,C0374,CTA CORRIENTE,Callao,29/01/2017,7011.4
191-10375-86,C0375,CTA CORRIENTE,Miraflores,16/01/2023,2112.48
191-10376-20,C0376,CTA AHORROS SOLES,Callao,14/11/2018,5219.03
191-10377-96,C0377,CTA AHORROS SOLES,La Molina,14/01/2014,6572.95
191-10378-28,C0378,CTA AHORROS SOLES,La Molina,07/06/2010,2252.8
191-10379-90,C0379,CTA AHORROS SOLES,Miraflores,03/10/2011,5016.01
191-10380-75,C0380,CTA AHORROS SOLES,La Molina,03/07/2023,7370.95
191-10381-13,C0381,CTA AHORROS SOLES,La Molina,04/04/2022,13779.19
191-10382-26,C0382,CTA AHORROS SOLES,Callao,31/03/2021,10459.4
191-10383-51,C0383,CTA AHORROS SOLES,Cajamarca,22/09/2020,5265.52
191-10384-74,C0384,CTA AHORROS SOLES,San Isidro,19/05/2019,3423.15
191-10385-75,C0385,CTA CORRIENTE,Miraflores,18/02/2017,1492.82
191-10386-49,C0386,CTA AHORROS SOLES,San Isidro,23/06/2019,10506.68
191-10387-79,C0387,CTA AHORROS SOLES,Lince,09/01/2021,14876.55
191-10388-84,C0388,CTA AHORROS SOLES,Lince,22/11/2016,1131.67
191-10389-67,C0389,CTA AHORROS DOLARES,Callao,22/04/2016,3997.31
191-10390-42,C0390,CTA CORRIENTE,Cajamarca,25/02/2014,14809.04
191-10391-95,C0391,CTA CORRIENTE,Miraflores,31/01/2021,2939.7
191-10392-27,C0392,CTA AHORROS DOLARES,Lince,28/01/2019,4049.92
191-10393-64,C0393,CTA CORRIENTE,San Isidro,25/04/2012,10763.89
191-10394-75,C0394,CTA AHORROS DOLARES,San Isidro,08/01/2012,12623.82
191-10395-41,C0395,CTA CORRIENTE,San Isidro,10/06/2022,10619.55
191-10396-88,C0396,CTA AHORROS DOLARES,San Isidro,17/09/2012,14616.46
191-10397-63,C0397,CTA AHORROS SOLES,Callao,06/04/2019,6793.18
191-10398-35,C0398,CTA CORRIENTE,Miraflores,18/10/2016,1304.52
191-10399-97,C0399,CTA CORRIENTE,Lince,10/02/2012,9340.83
191-10400-57,C0400,CTA AHORROS SOLES,Miraflores,12/03/2024,6311.22
191-10401-89,C0401,CTA AHORROS DOLARES,Cajamarca,21/07/2024,8072.1
191-10402-49,C0402,CTA CORRIENTE,Miraflores,14/11/2020,2955.19
191-10403-51,C0403,CTA AHORROS SOLES,Miraflores,09/01/2010,11171.69
191-10404-67,C0404,CTA AHORROS SOLES,Lince,26/05/2019,5649.21
191-10405-29,C0405,CTA CORRIENTE,San Isidro,02/07/2015,8283.09
191-10406-76,C0406,CTA AHORROS SOLES,Miraflores,16/04/2021,10484.31
191-10407-18,C0407,CTA AHORROS SOLES,Surco,02/12/2012,4815.39
191-10408-85,C0408,CTA CORRIENTE,Lince,17/03/2016,10391.9
191-10409-55,C0409,CTA AHORROS SOLES,Miraflores,04/10/2024,13694.84
191-10410-63,C0410,CTA AHORROS SOLES,La Molina,09/06/2015,5474.11
191-10411-86,C0411,CTA CORRIENTE,Surco,09/04/2013,12956.46
191-10412-38,C0412,CTA AHORROS SOLES,Lince,24/06/2024,13580.15
191-10413-12,C0413,CTA AHORROS SOLES,San Isidro,08/03/2014,14153.33
191-10414-22,C0414,CTA AHORROS SOLES,Miraflores,06/04/2012,13558.04
191-10415-95,C0415,CTA CORRIENTE,San Isidro,23/06/2012,9780.33
191-10416-98,C0416,CTA AHORROS DOLARES,Callao,31/07/2012,7039.19
191-10417-34,C0417,CTA AHORROS SOLES,Lince,22/08/2017,6678.7
191-10418-14,C0418,CTA CORRIENTE,La Molina,16/12/2017,1937.83
191-10419-29,C0419,CTA AHORROS DOLARES,Callao,22/03/2024,7976.44
191-10420-70,C0420,CTA CORRIENTE,Lince,27/12/2011,5952.22
191-10421-83,C0421,CTA AHORROS SOLES,Callao,29/07/2012,7689.75
191-10422-97,C0422,CTA AHORROS DOLARES,Lince,22/04/2019,3868.36
191-10423-52,C0423,CTA AHORROS DOLARES,Miraflores,10/03/2018,9875.9
191-10424-73,C0424,CTA AHORROS SOLES,San Isidro,22/05/2011,13363.26
191-10425-53,C0425,CTA CORRIENTE,Surco,21/03/2019,14015.44
191-10426-25,C0426,CTA AHORROS SOLES,Cajamarca,16/01/2013,9124.55
191-10427-46,C0427,CTA CORRIENTE,San Isidro,25/03/2017,1257.64
191-10428-58,C0428,CTA AHORROS SOLES,Lince,28/06/2015,10099.14
191-10429-87,C0429,CTA AHORROS DOLARES,San Isidro,21/07/2024,3973.34
191-10430-86,C0430,CTA AHORROS DOLARES,La Molina,07/06/2010,14515.31
191-10431-56,C0431,CTA AHORROS SOLES,Lince,15/08/2023,8837.16
191-10432-17,C0432,CTA CORRIENTE,Surco,28/07/2018,9239.92
191-10433-45,C0433,CTA AHORROS DOLARES,San Isidro,24/09/2021,2527.14
191-10434-77,C0434,CTA AHORROS SOLES,Cajamarca,27/05/2018,13351.47
191-10435-73,C0435,CTA CORRIENTE,Surco,02/06/2012,14049.77
191-10436-35,C0436,CTA AHORROS DOLARES,La Molina,30/07/2022,2645.26
191-10437-71,C0437,CTA AHORROS SOLES,Callao,30/07/2021,12177.4
191-10438-25,C0438,CTA CORRIENTE,Surco,15/03/2020,6571.06
191-10439-77,C0439,CTA AHORROS DOLARES,Miraflores,14/04/2023,14028.07
191-10440-66,C0440,CTA CORRIENTE,Surco,21/11/2018,7399.49
191-10441-71,C0441,CTA AHORROS SOLES,San Isidro,16/08/2010,1705.01
191-10442-46,C0442,CTA AHORROS SOLES,San Isidro,16/08/2011,7946.37
191-10443-75,C0443,CTA AHORROS SOLES,Cajamarca,21/06/2014,11840.12
191-10444-55,C0444,CTA AHORROS DOLARES,Surco,05/08/2020,7758.02
191-10445-15,C0445,CTA AHORROS SOLES,Surco,02/04/2021,12679.56
191-10446-73,C0446,CTA AHORROS SOLES,Callao,02/01/2011,6554.88
191-10447-21,C0447,CTA AHORROS DOLARES,San Isidro,01/07/2012,10819.28
191-10448-16,C0448,CTA CORRIENTE,Callao,19/01/2015,14175.81
191-10449-35,C0449,CTA AHORROS DOLARES,San Isidro,19/06/2013,14217.17
191-10450-46,C0450,CTA AHORROS SOLES,La Molina,26/09/2016,5693.56
191-10451-16,C0451,CTA AHORROS SOLES,Callao,21/01/2019,6224.79
191-10452-11,C0452,CTA CORRIENTE,Lince,11/07/2020,8799.96
191-10453-74,C0453,CTA AHORROS SOLES,San Isidro,04/02/2019,5595.32
191-10454-70,C0454,CTA CORRIENTE,San Isidro,19/05/2010,7260.18
191-10455-48,C0455,CTA AHORROS SOLES,Cajamarca,12/05/2023,9584.66
191-10456-16,C0456,CTA AHORROS SOLES,Miraflores,21/07/2013,4860.26
191-10457-38,C0457,CTA AHORROS SOLES,Surco,08/05/2018,14902.67
191-10458-29,C0458,CTA CORRIENTE,Callao,10/10/2013,8118.41
191-10459-76,C0459,CTA CORRIENTE,Surco,14/11/2021,8197.37
191-10460-26,C0460,CTA CORRIENTE,Cajamarca,14/06/2023,11112.43
191-10461-99,C0461,CTA CORRIENTE,Surco,03/06/2018,9620.39
191-10462-57,C0462,CTA AHORROS DOLARES,San Isidro,04/02/2015,983.11
191-10463-10,C0463,CTA AHORROS SOLES,Surco,25/12/2019,11384.39
191-10464-78,C0464,CTA AHORROS DOLARES,Miraflores,16/11/2014,2389.66
191-10465-62,C0465,CTA AHORROS SOLES,Surco,14/12/2016,10779.56
191-10466-24,C0466,CTA AHORROS SOLES,San Isidro,15/12/2021,9201.31
191-10467-31,C0467,CTA AHORROS SOLES,Lince,14/03/2010,6718.02
191-10468-42,C0468,CTA CORRIENTE,Lince,21/07/2022,7705.33
191-10469-59,C0469,CTA AHORROS SOLES,La Molina,11/02/2016,5127.13
191-10470-56,C0470,CTA AHORROS SOLES,Lince,07/02/2023,5174.08
191-10471-93,C0471,CTA CORRIENTE,San Isidro,10/04/2019,6481.27
191-10472-81,C0472,CTA AHORROS DOLARES,Cajamarca,29/04/2011,8453.18
191-10473-84,C0473,CTA AHORROS SOLES,La Molina,23/12/2010,8236.5
191-10474-22,C0474,CTA CORRIENTE,Surco,17/06/2024,3581.59
191-10475-16,C0475,CTA CORRIENTE,La Molina,07/10/2019,8479.19
191-10476-84,C0476,CTA AHORROS SOLES,Surco,23/01/2010,4534.39
191-10477-61,C0477,CTA CORRIENTE,Cajamarca,30/09/2017,5347.26
191-10478-75,C0478,CTA AHORROS SOLES,Callao,01/04/2021,6555.52
191-10479-57,C0479,CTA AHORROS DOLARES,Lince,26/02/2012,652.07
191-10480-83,C0480,CTA AHORROS DOLARES,San Isidro,07/02/2010,14801.93
191-10481-55,C0481,CTA AHORROS SOLES,Lince,01/07/2023,9383.49
191-10482-30,C0482,CTA AHORROS SOLES,Callao,29/11/2016,9511.68
191-10483-74,C0483,CTA AHORROS SOLES,Miraflores,21/12/2022,8705.23
191-10484-19,C0484,CTA AHORROS SOLES,San Isidro,29/06/2024,8293.93
191-10485-15,C0485,CTA CORRIENTE,San Isidro,21/06/2013,11939.72
191-10486-31,C0486,CTA AHORROS SOLES,Cajamarca,02/11/2013,13734.44
191-10487-20,C0487,CTA CORRIENTE,Surco,07/02/2022,10696.92
191-10488-99,C0488,CTA CORRIENTE,Cajamarca,04/01/2016,7794.85
191-10489-73,C0489,CTA AHORROS DOLARES,Cajamarca,26/06/2010,1914.18
191-10490-65,C0490,CTA AHORROS SOLES,Lince,28/05/2019,2504.73
191-10491-15,C0491,CTA AHORROS DOLARES,Callao,15/01/2023,10988.51
191-10492-22,C0492,CTA AHORROS SOLES,Surco,13/06/2019,14580.06
191-10493-28,C0493,CTA AHORROS SOLES,Cajamarca,27/07/2013,3184.59
191-10494-37,C0494,CTA AHORROS SOLES,Cajamarca,01/05/2023,1170.65
191-10495-34,C0495,CTA CORRIENTE,La Molina,15/05/2011,10706.12
191-10496-83,C0496,CTA AHORROS SOLES,San Isidro,08/02/2018,11685.55
191-10497-24,C0497,CTA CORRIENTE,Miraflores,01/02/2023,12535.4
191-10498-70,C0498,CTA AHORROS SOLES,San Isidro,05/06/2013,13527.65
191-10499-51,C0499,CTA AHORROS DOLARES,Lince,25/02/2011,6347.22
191-10500-27,C0500,CTA AHORROS SOLES,Callao,23/05/2015,878.11
191-10501-65,C0501,CTA AHORROS SOLES,Miraflores,09/03/2020,3419.73
191-10502-93,C0502,CTA AHORROS SOLES,Callao,29/06/2022,2904.23
191-10503-20,C0503,CTA CORRIENTE,Lince,01/09/2015,4946.77
191-10504-65,C0504,CTA AHORROS SOLES,Cajamarca,17/02/2023,12936.57
191-10505-81,C0505,CTA AHORROS DOLARES,Cajamarca,14/11/2021,11564.91
191-10506-49,C0506,CTA AHORROS SOLES,San Isidro,20/06/2020,6348.08
191-10507-63,C0507,CTA AHORROS SOLES,San Isidro,18/02/2012,6177.86
191-10508-46,C0508,CTA AHORROS SOLES,San Isidro,05/03/2017,14654.16
191-10509-88,C0509,CTA AHORROS SOLES,La Molina,07/06/2017,7505.3
191-10510-11,C0510,CTA AHORROS DOLARES,La Molina,16/05/2015,14376.85
191-10511-21,C0511,CTA AHORROS DOLARES,Miraflores,20/07/2016,14267.56
191-10512-40,C0512,CTA AHORROS DOLARES,Miraflores,15/06/2020,937.1
191-10513-35,C0513,CTA CORRIENTE,Cajamarca,30/10/2014,10911.9
191-10514-98,C0514,CTA AHORROS SOLES,Miraflores,15/05/2014,6458.93
191-10515-94,C0515,CTA CORRIENTE,Surco,26/12/2019,14893.08
191-10516-76,C0516,CTA AHORROS SOLES,San Isidro,14/04/2019,4192.74
191-10517-84,C0517,CTA AHORROS DOLARES,Callao,31/10/2020,5577.11
191-10518-45,C0518,CTA AHORROS SOLES,Lince,11/11/2024,11911.08
191-10519-40,C0519,CTA AHORROS SOLES,La Molina,23/09/2022,3936.44
191-10520-63,C0520,CTA AHORROS SOLES,La Molina,04/12/2022,2352.3
191-10521-38,C0521,CTA AHORROS SOLES,La Molina,20/10/2021,3836.51
191-10522-30,C0522,CTA CORRIENTE,Callao,21/01/2017,2635.52
191-10523-84,C0523,CTA AHORROS SOLES,Lince,14/06/2022,11594.72
191-10524-13,C0524,CTA AHORROS SOLES,Callao,29/11/2011,9944.12
191-10525-32,C0525,CTA AHORROS SOLES,La Molina,23/07/2022,7352.01
191-10526-22,C0526,CTA AHORROS SOLES,Miraflores,30/01/2015,6127.1
191-10527-12,C0527,CTA AHORROS DOLARES,Callao,11/01/2017,11390.23
191-10528-58,C0528,CTA CORRIENTE,Cajamarca,14/03/2010,9623.95
191-10529-75,C0529,CTA AHORROS DOLARES,La Molina,12/04/2013,6203.88
191-10530-49,C0530,CTA AHORROS SOLES,San Isidro,17/06/2020,1320.32
191-10531-69,C0531,CTA AHORROS SOLES,Callao,24/07/2024,5589.33
191-10532-61,C0532,CTA AHORROS SOLES,Lince,27/01/2012,13183.53
191-10533-57,C0533,CTA AHORROS SOLES,Surco,06/01/2023,6799.51
191-10534-26,C0534,CTA CORRIENTE,San Isidro,06/11/2023,7163.45
191-10535-62,C0535,CTA CORRIENTE,Lince,01/05/2016,4926.58
191-10536-41,C0536,CTA AHORROS SOLES,La Molina,02/03/2016,3137.22
191-10537-12,C0537,CTA AHORROS SOLES,Miraflores,30/04/2018,11961.98
191-10538-79,C0538,CTA AHORROS DOLARES,Callao,13/08/2013,11098.45
191-10539-62,C0539,CTA AHORROS SOLES,Miraflores,25/07/2013,11812.13
191-10540-61,C0540,CTA AHORROS DOLARES,Surco,13/07/2015,7073.01
191-10541-72,C0541,CTA CORRIENTE,Cajamarca,13/01/2016,1484.02
191-10542-69,C0542,CTA AHORROS DOLARES,La Molina,05/08/2024,5591.27
191-10543-15,C0543,CTA AHORROS DOLARES,Callao,31/08/2021,9178.73
191-10544-63,C0544,CTA AHORROS DOLARES,Cajamarca,11/01/2024,7848.03
191-10545-50,C0545,CTA AHORROS SOLES,Surco,29/11/2012,4645.75
191-10546-17,C0546,CTA AHORROS DOLARES,San Isidro,06/07/2013,3292.32
191-10547-86,C0547,CTA AHORROS DOLARES,Cajamarca,09/01/2020,11736.62
191-10548-47,C0548,CTA AHORROS DOLARES,Miraflores,07/02/2022,12141.98
191-10549-40,C0549,CTA AHORROS DOLARES,Miraflores,04/01/2023,14811.08
191-10550-76,C0550,CTA AHORROS SOLES,Callao,13/11/2017,7079.63
191-10551-11,C0551,CTA AHORROS DOLARES,Lince,07/07/2024,6139.76
191-10552-82,C0552,CTA AHORROS SOLES,La Molina,07/10/2020,7054.27
191-10553-42,C0553,CTA AHORROS SOLES,San Isidro,01/12/2016,14092.49
191-10554-17,C0554,CTA AHORROS DOLARES,Cajamarca,29/09/2018,9876.17
191-10555-28,C0555,CTA CORRIENTE,La Molina,02/05/2023,10879.41
191-10556-45,C0556,CTA AHORROS SOLES,San Isidro,18/04/2022,13841.15
191-10557-84,C0557,CTA AHORROS SOLES,Surco,16/05/2023,10885.88
191-10558-63,C0558,CTA AHORROS SOLES,Cajamarca,09/10/2021,3046.5
191-10559-94,C0559,CTA CORRIENTE,Lince,06/03/2010,1252.98
191-10560-63,C0560,CTA AHORROS SOLES,Miraflores,16/04/2020,14646.59
191-10561-82,C0561,CTA AHORROS DOLARES,Lince,22/02/2013,14487.66
191-10562-32,C0562,CTA AHORROS DOLARES,San Isidro,12/09/2014,9456.81
191-10563-91,C0563,CTA AHORROS SOLES,Surco,01/09/2023,6231.49
191-10564-40,C0564,CTA AHORROS SOLES,Callao,13/04/2021,8641.42
191-10565-95,C0565,CTA AHORROS DOLARES,Miraflores,17/09/2018,12069.68
191-10566-65,C0566,CTA AHORROS SOLES,Lince,31/05/2024,10408.71
191-10567-41,C0567,CTA AHORROS SOLES,Lince,25/07/2010,2402.54
191-10568-80,C0568,CTA AHORROS SOLES,Miraflores,05/01/2023,7322.01
191-10569-83,C0569,CTA AHORROS DOLARES,Lince,08/05/2015,9499.72
191-10570-52,C0570,CTA AHORROS SOLES,Lince,20/02/2012,3164.42
191-10571-64,C0571,CTA AHORROS DOLARES,Cajamarca,03/03/2022,10167.84
191-10572-48,C0572,CTA CORRIENTE,Cajamarca,06/10/2014,3053.2
191-10573-60,C0573,CTA AHORROS SOLES,Surco,01/10/2021,6350.36
191-10574-98,C0574,CTA CORRIENTE,San Isidro,01/04/2020,14606.25
191-10575-55,C0575,CTA AHORROS DOLARES,Miraflores,12/06/2012,9984.56
191-10576-12,C0576,CTA AHORROS SOLES,Cajamarca,15/08/2024,10828.47
191-10577-56,C0577,CTA AHORROS SOLES,Miraflores,23/03/2020,2519.99
191-10578-91,C0578,CTA AHORROS SOLES,Lince,14/07/2020,13113.61
191-10579-46,C0579,CTA AHORROS SOLES,Cajamarca,22/07/2012,1632.8
191-10580-43,C0580,CTA AHORROS SOLES,San Isidro,30/07/2022,10087.5
191-10581-58,C0581,CTA AHORROS DOLARES,Callao,13/12/2024,2884.99
191-10582-18,C0582,CTA AHORROS SOLES,La Molina,10/02/2017,6768.79
191-10583-36,C0583,CTA AHORROS SOLES,Lince,18/04/2022,4814.15
191-10584-57,C0584,CTA CORRIENTE,Lince,17/02/2024,1240.5
191-10585-43,C0585,CTA CORRIENTE,La Molina,28/06/2016,2868.46
191-10586-72,C0586,CTA AHORROS DOLARES,Cajamarca,03/09/2018,8987.75
191-10587-87,C0587,CTA AHORROS DOLARES,San Isidro,04/10/2011,7249.2
191-10588-95,C0588,CTA AHORROS DOLARES,Lince,15/11/2018,11780.37
191-10589-73,C0589,CTA CORRIENTE,San Isidro,13/08/2013,8147.74
191-10590-86,C0590,CTA AHORROS SOLES,Callao,29/05/2024,14867.77
191-10591-36,C0591,CTA AHORROS SOLES,Callao,19/11/2016,2674.94
191-10592-78,C0592,CTA AHORROS SOLES,Miraflores,28/11/2023,11273.14
191-10593-34,C0593,CTA AHORROS DOLARES,Lince,27/05/2011,2547.93
191-10594-72,C0594,CTA AHORROS SOLES,Surco,18/11/2013,10579.03
191-10595-61,C0595,CTA CORRIENTE,Surco,21/02/2011,11169.03
191-10596-48,C0596,CTA AHORROS DOLARES,La Molina,20/07/2019,5671.53
191-10597-96,C0597,CTA AHORROS DOLARES,Cajamarca,31/08/2021,7816.97
191-10598-13,C0598,CTA CORRIENTE,Cajamarca,18/07/2010,12791.28
191-10599-38,C0599,CTA AHORROS SOLES,Lince,09/02/2013,5436.07
191-10600-38,C0600,CTA AHORROS SOLES,Callao,04/07/2020,7318.34
191-10601-96,C0601,CTA AHORROS SOLES,La Molina,07/09/2018,1791.19
191-10602-80,C0602,CTA AHORROS SOLES,Cajamarca,24/11/2023,10926.06
191-10603-40,C0603,CTA AHORROS SOLES,Callao,18/07/2011,14635.79
191-10604-25,C0604,CTA AHORROS DOLARES,Surco,09/04/2022,8141.71
191-10605-45,C0605,CTA CORRIENTE,Miraflores,07/07/2012,13840.05
191-10606-18,C0606,CTA AHORROS SOLES,Miraflores,24/05/2010,11463.32
191-10607-41,C0607,CTA AHORROS SOLES,Cajamarca,28/02/2015,4595.86
191-10608-87,C0608,CTA CORRIENTE,La Molina,17/10/2012,6062.56
191-10609-70,C0609,CTA AHORROS SOLES,Surco,14/04/2020,2392.64
191-10610-83,C0610,CTA CORRIENTE,Lince,18/01/2023,1941.02
191-10611-91,C0611,CTA AHORROS SOLES,Lince,23/05/2010,1459.02
191-10612-32,C0612,CTA AHORROS DOLARES,San Isidro,16/06/2024,11726.6
191-10613-51,C0613,CTA CORRIENTE,La Molina,05/04/2017,1747.72
191-10614-87,C0614,CTA AHORROS SOLES,Cajamarca,12/05/2022,9058.9
191-10615-51,C0615,CTA AHORROS SOLES,Cajamarca,03/11/2021,14411.69
191-10616-75,C0616,CTA AHORROS SOLES,Surco,31/03/2023,958.76
191-10617-98,C0617,CTA CORRIENTE,San Isidro,13/03/2017,5337.57
191-10618-76,C0618,CTA AHORROS DOLARES,Miraflores,21/12/2012,529.88
191-10619-83,C0619,CTA AHORROS DOLARES,Miraflores,07/09/2017,2412.64
191-10620-61,C0620,CTA AHORROS DOLARES,Miraflores,10/06/2013,2440.98
191-10621-89,C0621,CTA AHORROS SOLES,Miraflores,30/06/2016,1177.84
191-10622-46,C0622,CTA AHORROS SOLES,Surco,26/09/2013,7437.58
191-10623-68,C0623,CTA AHORROS SOLES,La Molina,09/03/2015,2170.1
191-10624-98,C0624,CTA AHORROS DOLARES,Callao,21/06/2021,5812.76
191-10625-50,C0625,CTA AHORROS DOLARES,La Molina,05/12/2022,2101.7
191-10626-64,C0626,CTA AHORROS DOLARES,Callao,04/02/2016,14939.68
191-10627-45,C0627,CTA AHORROS SOLES,San Isidro,25/12/2024,1997.49
191-10628-13,C0628,CTA AHORROS SOLES,Callao,02/12/2022,8879.86
191-10629-29,C0629,CTA CORRIENTE,Lince,22/06/2017,10906.81
191-10630-27,C0630,CTA CORRIENTE,Surco,19/11/2021,5075.66
191-10631-49,C0631,CTA AHORROS SOLES,Lince,08/09/2013,1473.55
191-10632-29,C0632,CTA AHORROS SOLES,San Isidro,29/04/2020,2628.84
191-10633-11,C0633,CTA AHORROS SOLES,Lince,17/10/2010,13288.43
191-10634-67,C0634,CTA AHORROS SOLES,Cajamarca,15/04/2015,12273.55
191-10635-69,C0635,CTA AHORROS DOLARES,San Isidro,29/04/2012,1226.36
191-10636-46,C0636,CTA AHORROS SOLES,Miraflores,23/10/2021,11062.04
191-10637-82,C0637,CTA CORRIENTE,Callao,10/08/2011,1611.69
191-10638-82,C0638,CTA CORRIENTE,Miraflores,20/06/2010,9651.23
191-10639-96,C0639,CTA AHORROS SOLES,Cajamarca,13/10/2023,11883.24
191-10640-77,C0640,CTA AHORROS DOLARES,La Molina,17/01/2023,14212.05
191-10641-77,C0641,CTA CORRIENTE,Lince,10/06/2010,8985.33
191-10642-89,C0642,CTA AHORROS SOLES,Callao,22/08/2023,6813.71
191-10643-97,C0643,CTA AHORROS SOLES,Surco,05/05/2018,9746.1
191-10644-99,C0644,CTA AHORROS SOLES,San Isidro,17/01/2018,2061.84
191-10645-81,C0645,CTA AHORROS SOLES,Lince,21/12/2018,14671.38
191-10646-21,C0646,CTA AHORROS SOLES,Miraflores,03/09/2019,845.92
191-10647-32,C0647,CTA AHORROS SOLES,Cajamarca,15/05/2014,1429.71
191-10648-20,C0648,CTA AHORROS SOLES,Cajamarca,17/10/2021,8006.25
191-10649-70,C0649,CTA AHORROS SOLES,Miraflores,06/06/2013,2477.15
191-10650-69,C0650,CTA AHORROS SOLES,La Molina,13/11/2014,771.05
191-10651-39,C0651,CTA CORRIENTE,La Molina,17/10/2012,13817.27
191-10652-57,C0652,CTA AHORROS SOLES,La Molina,30/07/2020,9843.59
191-10653-69,C0653,CTA AHORROS DOLARES,Miraflores,18/02/2016,2775.62
191-10654-75,C0654,CTA CORRIENTE,Surco,11/08/2018,2666.11
191-10655-85,C0655,CTA AHORROS DOLARES,Callao,01/01/2016,7194.93
191-10656-45,C0656,CTA CORRIENTE,Lince,10/05/2015,12618.46
191-10657-97,C0657,CTA AHORROS SOLES,Cajamarca,08/08/2020,12917.95
191-10658-40,C0658,CTA AHORROS SOLES,Cajamarca,15/03/2018,10221.09
191-10659-98,C0659,CTA AHORROS DOLARES,Surco,02/10/2015,13478.58
191-10660-10,C0660,CTA AHORROS SOLES,Miraflores,28/06/2020,2674.77
191-10661-62,C0661,CTA AHORROS SOLES,Miraflores,29/05/2013,7819.65
191-10662-73,C0662,CTA CORRIENTE,Lince,11/05/2019,2660.16
191-10663-83,C0663,CTA AHORROS SOLES,Surco,31/10/2023,3078.93
191-10664-12,C0664,CTA AHORROS SOLES,Miraflores,25/09/2014,11061.91
191-10665-10,C0665,CTA AHORROS DOLARES,Miraflores,02/12/2023,9531.32
191-10666-17,C0666,CTA AHORROS SOLES,Lince,13/07/2012,11851.37
191-10667-43,C0667,CTA CORRIENTE,Surco,03/09/2021,1033.36
191-10668-49,C0668,CTA AHORROS SOLES,San Isidro,05/12/2012,4143.89
191-10669-83,C0669,CTA AHORROS SOLES,Cajamarca,27/08/2015,12340.01
191-10670-87,C0670,CTA CORRIENTE,La Molina,13/11/2018,10143.5
191-10671-44,C0671,CTA CORRIENTE,La Molina,22/03/2013,2478.95
191-10672-30,C0672,CTA AHORROS SOLES,Surco,31/07/2022,13616.94
191-10673-40,C0673,CTA AHORROS DOLARES,La Molina,30/11/2013,12139.73
191-10674-78,C0674,CTA AHORROS DOLARES,Callao,31/10/2014,7975.93
191-10675-12,C0675,CTA AHORROS DOLARES,Lince,03/02/2011,12592.13
191-10676-54,C0676,CTA AHORROS SOLES,Cajamarca,05/04/2024,10660.42
191-10677-76,C0677,CTA AHORROS SOLES,Surco,13/04/2020,9053.53
191-10678-47,C0678,CTA AHORROS SOLES,San Isidro,12/04/2012,2929.66
191-10679-96,C0679,CTA AHORROS SOLES,San Isidro,18/08/2022,1307.99
191-10680-47,C0680,CTA AHORROS SOLES,Cajamarca,18/03/2013,9330.68
